12935;Odorless Animal Fat;Geruchloses Tierfett;Graisse animale inodorante;無香獣脂
12936;Duskborne Aethersand;Abenddämmerungs-Seelensand;Sable éthéréen de l'aube;微光の霊砂
12937;Dawnborne Aethersand;Morgengrauen-Seelensand;Sable éthéréen de l'aurore;暁光の霊砂
12938;Landborne Aethersand;Mineral-Seelensand;Sable éthéréen tellurique;大地の霊砂
12939;Leafborne Aethersand;Blumen-Seelensand;Sable éthéréen végétal;大樹の霊砂
12940;Seaborne Aethersand;Meeres-Seelensand;Sable éthéréen marin;大海の霊砂
12941;Chalcocite;Chalkosin;Minerai de chalcocite;輝銅鉱
12942;Cuprite;Cuprit;Minerai de cuprite;赤銅鉱
12943;Dravanian Mistletoe;Dravanischer Mistelzweig;Gui de Dravania;ドラヴァニアミスルトゥ
12944;Abalathian Mistletoe;Abalathischer Mistelzweig;Gui d'Abalathia;アバラシアミスルトゥ
12945;Red Alumen;Rotalaun;Alun rouge;レッドアルメン
12966;Bright Fire Rock;Leuchtender Feuergesteinsbrocken;Pierre de feu intense;強火性岩
12967;Bright Lightning Rock;Leuchtender Blitzgesteinsbrocken;Pierre de foudre intense;強雷性岩
13094;Monstrously Large Mogwalls;Große Mogry-Wand;Mur de villa mog;モグモグ・レジデンスウォール
13095;Cob Inner Wall;Lehm-Innenwand;Revêtement mural en torchis;マッドインナーウォール
13096;Manor Flooring;Herrenhaus-Fußboden;Parquet du Manoir;御用邸のフローリング
13097;Faerie Chandelier;Feen-Kronleuchter;Lustre des fées;フェアリーシャンデリア
13114;General-purpose Pure White Dye;Wolkenweißer Farbstoff;Teinture blanc immaculé;カララント:ピュアホワイト
13115;General-purpose Jet Black Dye;Rabenschwarzer Farbstoff;Teinture noir de jais;カララント:ジェットブラック
13116;General-purpose Metallic Silver Dye;Metallic silberner Farbstoff;Teinture argent brillant;カララント:シャインシルバー
13117;General-purpose Metallic Gold Dye;Metallic goldener Farbstoff;Teinture or brillant;カララント:シャインゴールド
13256;Flat Cap;Ledermütze;Casquette classique;フラットキャップ
13257;Red Beret;Rotes Barett;Béret rouge;レッドベレー
13258;Green Beret;Grünes Barett;Béret vert;グリーンベレー
13259;White Beret;Weißes Barett;Béret blanc;ホワイトベレー
13262;Elegant Rimless Glasses;Elegante rahmenlose Brille;Lunettes élégantes à monture percée;エレガント・リムレスグラス
13263;Reading Glasses;Lesebrille;Lunettes de lecture;リーディンググラス
13266;High House Justaucorps;Adels-Justaucorps;Justaucorps de maison noble;ハイハウスジュストコール
13267;High House Breeches;Adels-Reiterhose;Braies de maison noble;ハイハウスブリーチ
5772;Sylph Green Dye;Sylphengrüner Farbstoff;Teinture vert sylphe;カララント:シルフグリーン
5773;Lime Green Dye;Limettengrüner Farbstoff;Teinture vert citron;カララント:ライムグリーン
5774;Moss Green Dye;Moosgrüner Farbstoff;Teinture vert mousse;カララント:モスグリーン
5775;Meadow Green Dye;Grasgrüner Farbstoff;Teinture vert prairie;カララント:メドウグリーン
5776;Olive Green Dye;Olivgrüner Farbstoff;Teinture vert olive;カララント:オリーヴグリーン
5777;Marsh Green Dye;Sumpfgrüner Farbstoff;Teinture vert viridien;カララント:マーシュグリーン
5778;Apple Green Dye;Apfelgrüner Farbstoff;Teinture vert pomme;カララント:アップルグリーン
5779;Cactuar Green Dye;Kaktusgrüner Farbstoff;Teinture vert cactuar;カララント:サボテンダーグリーン
5780;Hunter Green Dye;Jägergrüner Farbstoff;Teinture vert chasseur;カララント:ハンターグリーン
5781;Ochu Green Dye;Ochugrüner Farbstoff;Teinture vert otyugh;カララント:オチューグリーン
5782;Adamantoise Green Dye;Adaman-Taimaigrüner Farbstoff;Teinture vert adamankhélone;カララント:アダマンタスグリーン
5783;Nophica Green Dye;Nophicagrüner Farbstoff;Teinture vert Nophica;カララント:ノフィカグリーン
5784;Deepwood Green Dye;Waldgrüner Farbstoff;Teinture vert sapin;カララント:ディープウッドグリーン
5785;Celeste Green Dye;Mintgrüner Farbstoff;Teinture vert céleste;カララント:セレストグリーン
5786;Turquoise Green Dye;Türkiser Farbstoff;Teinture turquoise;カララント:ターコイズグリーン
5787;Morbol Green Dye;Morbolgrüner Farbstoff;Teinture vert morbol;カララント:モルボルグリーン
37837;Grade 7 Vitality Alkahest;Visionslösung der Konstitution VII;Eau chimérique de vitalité VII;活力の幻水G7
37838;Grade 7 Intelligence Alkahest;Visionslösung der Intelligenz VII;Eau chimérique d'intelligence VII;知力の幻水G7
37839;Grade 7 Mind Alkahest;Visionslösung der Willenskraft VII;Eau chimérique d'esprit VII;心力の幻水G7
37840;Grade 7 Tincture of Strength;Visionsremedium der Stärke VII;Philtre chimérique de force VII;剛力の幻薬G7
37841;Grade 7 Tincture of Dexterity;Visionsremedium der Geschicklichkeit VII;Philtre chimérique de dextérité VII;眼力の幻薬G7
37842;Grade 7 Tincture of Vitality;Visionsremedium der Konstitution VII;Philtre chimérique de vitalité VII;活力の幻薬G7
37843;Grade 7 Tincture of Intelligence;Visionsremedium der Intelligenz VII;Philtre chimérique d'intelligence VII;知力の幻薬G7
37844;Grade 7 Tincture of Mind;Visionsremedium der Willenskraft VII;Philtre chimérique d'esprit VII;心力の幻薬G7
37845;Greatsword Snook;Großschwert-Snook;Snook-grande épée;グレートソードスヌーク
37846;Swampsucker Bowfin;Schlammschlucker-Kahlhecht;Poisson-castor palustre;スワンプボウフィン
37847;Lale Crab;Lalekrabbe;Crabe lale;ラーレギュルクラブ
37848;Bigcuda;Bicuda-Bruder;Bœuf-cuda;ビッグビックーダ
37849;Sovereign Shadow;Schattenkaiser;Ombrecouronne;影なる帝冠
37850;Disappirarucu;Verschwindarucu;Pirarucu imitation;イミテーションピラルク
37851;Starscryer;Sternenspäher;Scrutateur stellaire;破軍星の欠片
37852;Argonauta argo;Argonauta Argo;Argonauta argo;アルゴノート・アルゴ
24219;Eldthurs Horn;Eldthurs-Horn;Cor Eldthurs;エルドスルスホルン
24222;Ballroom Etiquette - Scholarly Certitude;Ballsaal-Etikette: Gewissheit des Gelehrten;L'Étiquette éorzéenne: Confirmer;演技教本:確認
24224;Ballroom Etiquette - Ideal Gossip;Ballsaal-Etikette: Plan erläutern;L'Étiquette éorzéenne: Expliquer son plan;演技教本:企みを話す
24233;Modern Aesthetics - Form and Function;Magazin „Moderne Ästhetik - Gestricktes Haarband“;Méthode de coiffure “Tresse bandeau”;ヘアカタログ:編込カチューシャ
24240;Gyr Abanian Ore;Abanisches Erz;Minerai gyrabanien;岩鉄
24241;Evergleam Ore;Immerschimmer-Erz;Minerai de pérennéclat;常輝鉱
24242;Urunday Log;Urunday-Holzscheit;Rondin d'urunday;ウルンダイ原木
43762;Cloud Wasp;Wolkenwespe;Poisson-guêpe des nuages;クラウドワスプ
43795;Copper Shark;Kupferhai;Requin cuivré;カッパーシャーク
43796;Golden Day;Nostalger;Poisson d'hier;イェスタゴールド
43797;Starglass Gibel;Sternglass-Karausche;Carassin astral;スターグラスギバル
43798;Scarlet Queen;Scharlachrote Königin;Reine pourpre;スカーレット・クイーン
43818;Rainbow Pipira;Regenbogen-Pipira;Pipira arc-en-ciel;レインボーピピラ
43819;Lau Lau;Lau Lau;Lau Lau;ラウラウ
21084;Snailfish Oil;Scheibenbauchöl;Huile de poisson-limace;ビクニンオイル
36128;Paladin's Demon Arms;Paladin-Rüstzeug des Dämons (G.-St. 180);Attirail du Démon pour paladin;ナイトギア・オブ・デモン
36129;Shinryu's Ephemeral Paladin Arms;Paladin-Rüstzeug des Drachengottes (G.-St. 290);Attirail de Shinryu flamboyant pour paladin;神龍騎士装具【輝】
36130;Byakko's Enspirited Paladin Arms;Paladin-Rüstzeug des weißen Tigers (G.-St. 290);Attirail de Byakko flamboyant pour paladin;白虎騎士装具【輝】
36131;Tsukuyomi's Moonlit Paladin Arms;Paladin-Rüstzeug des Mondlichts (G.-St. 290);Attirail de Tsukuyomi flamboyant pour paladin;月読命騎士装具【輝】
36132;Suzaku's Flame-kissed Paladin Arms;Paladin-Rüstzeug des Feuervogels (G.-St. 290);Attirail de Suzaku flamboyant pour paladin;朱雀騎士装具【輝】
36133;Seiryu's Sanctified Paladin Arms;Paladin-Rüstzeug des Schlangengottes (G.-St. 290);Attirail de Seiryû flamboyant pour paladin;青龍騎士装具【輝】
36134;Paladin's Augmented Hades Arms;Paladin-Rüstzeug des Hades (G.-St. 430);Attirail d'Hadès pour paladin;ハーデス・ナイトギアRE
36162;High Durium Sand;Edelduriumsand;Sable de durium noble;輝翠銀砂
36163;High Durium Ore;Edelduriumerz;Minerai de durium noble;輝翠銀鉱
36164;Bismuth Ore;Bismuterz;Minerai de bismuth;蒼鉛鉱
36165;Manganese Ore;Manganerz;Minerai de manganèse;満俺鉱
36166;Chondrite;Chondrit;Chondrite;コンドライト
36167;Lunar Adamantite Ore;Lunares Adamantit-Erz;Minerai d'adamantium sélénien;ルナアダマン鉱
36168;High Durium Nugget;Edeldurium-Nugget;Pépite de durium noble;ハイダリウムナゲット
36169;High Durium Ingot;Edelduriumbarren;Lingot de durium noble;ハイダリウムインゴット
36170;Bismuth Ingot;Bismutbarren;Lingot de bismuth;ビスマスインゴット
2722;Doctore's Hat;Doctorenhut;Chapeau de laniste;ドクトルウィザードハット
2723;Iron Elmo;Elmo-Eisenhelm;Elmo en fer;アイアンエルモ
2725;Reinforced Iron Sallet;Verstärkter Eisenschaller;Sallet en fer renforcé;アイアンサレットDX
2727;Velveteen Bandana;Samtbandana;Bandana en veloutine;ベルベティーンバンダナ
2728;Silver Spectacles;Silberbrille;Lunettes en argent;シルバースペクタクルズ
2729;Velveteen Turban;Samtturban;Turban en veloutine;ベルベティーンターバン
2731;Silver Magnifiers;Silber-Lupenbrille;Lunettes grossissantes en argent;シルバーマグニファイアーズ
2733;Velveteen Wedge Cap of Crafting;Samt-Schiffchen des Handwerks;Calot des créations en veloutine;ベルベティーン・クラフターウェッジキャップ
2734;Velveteen Wedge Cap of Gathering;Samt-Schiffchen der Ernte;Calot des ressources en veloutine;ベルベティーン・ギャザラーウェッジキャップ
2735;Silver Circlet (Garnet);Granat-Silberstirnreif;Diadème en argent (grenat);シルバーサークレット(ガーネット)
2737;Silver Circlet (Goshenite);Goshenit-Silberstirnreif;Diadème en argent (goshénite);シルバーサークレット(ゴシェナイト)
2739;Silver Circlet (Peridot);Peridot-Silberstirnreif;Diadème en argent (péridot);シルバーサークレット(ペリドット)
2741;Silver Circlet (Heliodor);Goldberyll-Silberstirnreif;Diadème en argent (héliodore);シルバーサークレット(ヘリオドール)
2743;Silver Circlet (Amethyst);Amethyst-Silberstirnreif;Diadème en argent (améthyste);シルバーサークレット(アメジスト)
2745;Silver Circlet (Aquamarine);Aquamarin-Silberstirnreif;Diadème en argent (aigue-marine);シルバーサークレット(アクアマリン)
2750;Velveteen Beret;Samtbarett;Béret en veloutine;ベルベティーンベレー
13006;Forgemaster's Hammer;Waffenschmiedemeister-Hammer;Marteau d'expert de la forge;フォージマスターハンマー
13007;Hammermaster's Beetle;Rüstungsschmiedemeister-Treibhammer;Mailloche d'expert de la fonderie;ハンマーマスターハンマー
13008;Gemmaster's Mallet;Kunstschmiedemeister-Fäustel;Massette d'expert des gemmes;ジェムマスターマレット
13009;Hidemaster's Knife;Lederermeister-Messer;Couteau d'expert de la peausserie;ハイドマスターナイフ
13010;Boltmaster's Needle;Schneidermeister-Nadel;Aiguille d'expert des étoffes;ボルトマスターニードル
13011;Cauldronmaster's Alembic;Labormeister-Destillierkolben;Alambic d'expert des mixtures;コルドロンマスターアレンビック
13012;Galleymaster's Frypan;Feinschmeckermeister-Bratpfanne;Poêle d'expert des fourneaux;ガリーマスターフライパン
13013;Millmaster's Cap;Schreinermeister-Kappe;Casquette d'expert de l'établi;ミルマスターキャップ
13014;Millmaster's Apron;Schreinermeister-Schürze;Tablier d'expert de l'établi;ミルマスターエプロン
13015;Millmaster's Gloves;Schreinermeister-Handschuhe;Gants d'expert de l'établi;ミルマスターグローブ
13016;Millmaster's Slops;Schreinermeister-Beinlinge;Trousses d'expert de l'établi;ミルマスタースロップ
13017;Millmaster's Workboots;Schreinermeister-Arbeitsstiefel;Bottes de travail d'expert de l'établi;ミルマスターワークブーツ
13018;Forgemaster's Goggles;Waffenschmiedemeister-Brille;Lunettes d'expert de la forge;フォージマスターゴーグル
13019;Forgemaster's Redingote;Waffenschmiedemeister-Schürze;Redingote d'expert de la forge;フォージマスタールダンゴット
13020;Forgemaster's Gloves;Waffenschmiedemeister-Handschuhe;Gants d'expert de la forge;フォージマスターグローブ
13021;Forgemaster's Slops;Waffenschmiedemeister-Beinlinge;Trousses d'expert de la forge;フォージマスタースロップ
22973;Cassie Earring;Cassie-Ohrring;Boucle d'oreille de Cassie;キャシーイヤリング
22997;Boulevardier's Hat;Boulevardier-Hut;Chapeau de mondain;ブレヴァディエ・ハット
22998;Boulevardier's Ruffled Shirt;Boulevardier-Rüschenhemd;Chemise à froufrous de mondain;ブレヴァディエ・ラッフルシャツ
22999;Boulevardier's Ruffled Pantaloons;Boulevardier-Hose;Pantalon à froufrous de mondain;ブレヴァディエ・ラッフルパンツ
23000;Boulevardier's Dress Shoes;Boulevardier-Lackschuhe;Chaussures de ville de mondain;ブレヴァディエ・ドレスシューズ
23001;Quaintrelle's Ruffled Dress;Quaintrelle-Rüschenkleid;Robe à froufrous d'hédoniste;クウェインチュレル・ラッフルドレス
23002;Quaintrelle's Ruffled Skirt;Quaintrelle-Rüschenrock;Jupe à froufrous d'hédoniste;クウェインチュレル・ラッフルスカート
23023;Dodo Horn;Dodo-Horn;Cor dodo;ドードーホルン
23027;Copycat Bulb;Cassie-Knolle;Pousse de Cassie;キャシーバルブ
23028;Wind-up Tarutaru;Tarutaru-Puppe;Poupée tarutaru;マメット・タルタル
23030;Wind-up Sadu;Sadu-Puppe;Sadu miniature;マメット・サドゥ
23032;Monkey King;Affenkönig;Petit Qitian Dasheng;セイテンショウセイ
23036;Wind-up Zhloe;Zhloe-Puppe;Zhloe miniature;マメット・シロ
23037;Lunar Barding;Tsukuyomi-Rossharnisch;Barde de Tsukuyomi;ツクヨミ・バード
23054;Shrieker;Schreihals;Hurleur;シュリーカー
23055;White Goldfish;Weißer Prismenfisch;Poisson-prisme blanc;白彩魚
5804;Abyssal Blue Dye;Tiefblauer Farbstoff;Teinture bleu marine;カララント:アビサルブルー
5805;Lavender Purple Dye;Lavendelblauer Farbstoff;Teinture lavande;カララント:ラベンダーブルー
5806;Gloom Purple Dye;Düstervioletter Farbstoff;Teinture colombin;カララント:グルームパープル
5807;Currant Purple Dye;Johannisbeerenvioletter Farbstoff;Teinture cassis;カララント:カラントパープル
5808;Iris Purple Dye;Irisvioletter Farbstoff;Teinture iris;カララント:アイリスパープル
5809;Grape Purple Dye;Weintraubenvioletter Farbstoff;Teinture raisin;カララント:グレープパープル
5810;Lotus Pink Dye;Lotusrosa Farbstoff;Teinture mauve lotus;カララント:ロータスピンク
5811;Colibri Pink Dye;Kolibrirosa Farbstoff;Teinture mauve colibri;カララント:コリブリピンク
5812;Plum Purple Dye;Pflaumenvioletter Farbstoff;Teinture prune;カララント:プラムパープル
5813;Regal Purple Dye;Königsvioletter Farbstoff;Teinture byzantium;カララント:リーガルパープル
5814;Blue Pigment;Blaue Farbpigmente;Pigment bleu;ブルーピグメント
5815;Red Pigment;Rote Farbpigmente;Pigment rouge;レッドピグメント
5816;Yellow Pigment;Gelbe Farbpigmente;Pigment jaune;イエローピグメント
5817;Grey Pigment;Graue Farbpigmente;Pigment gris;グレイピグメント
5818;Brown Pigment;Braune Farbpigmente;Pigment brun;ブラウンピグメント
5819;Green Pigment;Grüne Farbpigmente;Pigment vert;グリーンピグメント
37853;Planetes;Planetes;Planetes;水面の恒星
38223;Noir Hat;Noir-Hut;Chapeau mat;ノワール・ハット
38224;Noir Longcoat;Noir-Mantel;Manteau long mat;ノワール・ロングコート
38225;Noir Leather Gloves;Noir-Lederhandschuhe;Gants en cuir mats;ノワール・レザーグローブ
38226;Noir Slacks;Noir-Hose;Pantalon mat;ノワール・スラックス
38227;Noir Shoes;Noir-Schuhe;Chaussures mates;ノワール・シューズ
38243;Lawless Enforcer's Hat;Unordnungshüter-Chapeau;Chapeau de tireur hors-la-loi;ワイルドエンフォーサー・ハット
38244;Lawless Enforcer's Jacket;Unordnungshüter-Jackett;Jaque de tireur hors-la-loi;ワイルドエンフォーサー・ジャケット
38245;Lawless Enforcer's Gloves; Unordnungshüter-Handschuhe;Gants de tireur hors-la-loi;ワイルドエンフォーサー・グローブ
38246;Lawless Enforcer's Slacks;Unordnungshüter-Hose;Fuseau-collant de tireur hors-la-loi;ワイルドエンフォーサー・スラックス
38247;Lawless Enforcer's Shoes;Unordnungshüter-Schuhe;Chaussures de tireur hors-la-loi;ワイルドエンフォーサー・シューズ
38261;Melon Pie;Melonenpastete;Tarte au melon;メロンパイ
38262;Melon Juice;Melonensaft;Jus de melon;メロンジュース
38263;Sunset Carrot Nibbles;Dämmermöhrenraspel;Carottes du couchant râpées;サンセットカロットラペ
38264;Carrot Pudding;Karottenpudding;Flan aux carottes;カロットプディング
38265;Gyros;Gyros;Gyros;ギロピタ
19754;Gazelleskin Choker;Gazellenleder-Halsberge;Ras de cou en cuir de gazelle;ガゼルチョーカー
19755;Gazelleskin Wristband;Gazellenleder-Armband;Poignet en cuir de gazelle;ガゼルリストバンド
19756;Gazelleskin Ring;Gazellenleder-Ring;Bague croisée en cuir de gazelle;ガゼルクロスリング
19757;Augmented Ala Mhigan Turban of Crafting;Kunstvoller mhigischer Turban des Handwerks;Turban des créations mhigois supra;アラミガンクラフターターバンSP
19758;Augmented Ala Mhigan Doublet of Crafting;Kunstvolle mhigische Weste des Handwerks;Doublet des créations mhigois supra;アラミガンクラフターダブレットSP
19759;Augmented Ala Mhigan Gloves of Crafting;Kunstvolle mhigische Handschuhe des Handwerks;Gants des créations mhigois supra;アラミガンクラフターグローブSP
19760;Augmented Ala Mhigan Bottoms of Crafting;Kunstvolle mhigische Hose des Handwerks;Bas-de-corps des créations mhigois supra;アラミガンクラフターボトムSP
19761;Augmented Ala Mhigan Shoes of Crafting;Kunstvolle mhigische Schuhe des Handwerks;Chaussures des créations mhigoises supra;アラミガンクラフターシューズSP
19762;Augmented Ala Mhigan Turban of Gathering;Kunstvoller mhigischer Turban des Eifers;Turban des ressources mhigois supra;アラミガンギャザラーターバンSP
34255;Pewter Circlet of Maiming;Hartzinn-Stirnreif des Verstümmelns;Diadème d'abatteur en plomb-étain;ピューター・スレイヤーサークレット
34256;High Durium Armor of Maiming;Edeldurium-Rüstung des Verstümmelns;Armure d'abatteur en durium noble;ハイダリウム・スレイヤーアーマー
34257;High Durium Gauntlets of Maiming;Edeldurium-Panzerhandschuhe des Verstümmelns;Gantelets d'abatteur en durium noble;ハイダリウム・スレイヤーガントレット
34258;Luncheon Toadskin Hose of Maiming;Bergkrötenleder-Hose des Verstümmelns;Fuseau d'abatteur en cuir de poulet des montagnes;マウンテンチキン・スレイヤーホーズ
34259;High Durium Sollerets of Maiming;Edeldurium-Sollerets des Verstümmelns;Solerets d'abatteur en durium noble;ハイダリウム・スレイヤーソルレット
34260;Almasty Serge Headband of Striking;Almaleder-Stirnband des Schlagens;Bandeau d'agresseur en serge d'almasty;アルマスティ・ストライカーヘッドバンド
34261;Luncheon Toadskin Jacket of Striking;Bergkrötenleder-Jacke des Schlagens;Jaque d'agresseur en cuir de poulet des montagnes;マウンテンチキン・ストライカージャケット
29403;Machinist Barding;Rossharnisch des Maschinisten;Barde de machiniste;マシニスト・バード
29404;Neo-Ishgardian Sword;Neo-Ishgarder Schwert;Épée néo-ishgardaise;ネオイシュガルディアン・ソード
29405;Neo-Ishgardian Claws;Neo-Ishgarder Klauen;Griffes néo-ishgardaises;ネオイシュガルディアン・クロー
29406;Neo-Ishgardian Labrys;Neo-Ishgarder Labrys;Labrys néo-ishgardais;ネオイシュガルディアン・ラブリュス
29407;Neo-Ishgardian Trident;Neo-Ishgarder Dreizack;Trident néo-ishgardais;ネオイシュガルディアン・トライデント
29408;Neo-Ishgardian Longbow;Neo-Ishgarder Langbogen;Arc long néo-ishgardais;ネオイシュガルディアン・ロングボウ
29409;Neo-Ishgardian Daggers;Neo-Ishgarder Dolche;Dagues néo-ishgardaises;ネオイシュガルディアン・ダガー
29410;Neo-Ishgardian Greatsword;Neo-Ishgarder Großschwert;Grande épée néo-ishgardaise;ネオイシュガルディアン・グレートソード
29411;Neo-Ishgardian Revolver;Neo-Ishgarder Revolver;Revolver néo-ishgardais;ネオイシュガルディアン・リボルバー
29412;Neo-Ishgardian Cane;Neo-Ishgarder Stock;Canne néo-ishgardaise;ネオイシュガルディアン・ケーン
29413;Neo-Ishgardian Rod;Neo-Ishgarder Stab;Sceptre néo-ishgardais;ネオイシュガルディアン・ロッド
29414;Neo-Ishgardian Grimoire;Neo-Ishgarder Grimoire;Grimoire néo-ishgardais;ネオイシュガルディアン・グリモア
29415;Neo-Ishgardian Codex;Neo-Ishgarder Kodex;Codex néo-ishgardais;ネオイシュガルディアン・コーデックス
29416;Neo-Ishgardian Planisphere;Neo-Ishgarder Planisphäre;Planisphère néo-ishgardais;ネオイシュガルディアン・プラニスフィア
29417;Neo-Ishgardian Blade;Neo-Ishgarder Klinge;Lame néo-ishgardaise;ネオイシュガルディアン・ブレード
29418;Neo-Ishgardian Foil;Neo-Ishgarder Florett;Fleuret néo-ishgardais;ネオイシュガルディアン・フルーレ
29716;Plump Worm;Dickwurm;Ver charnu;ファットワーム
29717;Versatile Lure;Universalköder;Leurre universel;万能ルアー
29718;Tossed Dagger;Wurfdolchfisch;Dague de Merlthor;スロウンダガー
29719;Jasperhead;Jaspis;Tête-de-jaspe;ジャスパーヘッド
29720;Merlthor Lobster;Merlthor-Hummer;Homard de Merlthor;メルトールロブスター
29721;Heavenswimmer;Himmelsfisch;Poisson-papillon élyséen;ヘヴンリーフィッシュ
29722;Ghoul Barracuda;Ghoul-Barrakuda;Barracuda goule;グールバラクーダ
29723;Leopard Eel;Leopard-Aal;Anguille léopard;レオパードイール
29724;Marine Bomb;Hochseebomber;Bombe marine;マリンボム
29725;Momora Mora;Momora Mora;Momora mora;モモラ・モラ
29726;Merlthor Butterfly;Merlthor-Schmetterling;Poisson-papillon de Merlthor;メルトールバタフライ
29727;Gladius;Gladius;Gladius;グラディウス
29728;Rhotano Wahoo;Rhotano-Makrele;Thazard de Rhotano;ロータノワフー
29729;Rhotano Sardine;Rhotano-Sardine;Sardine de Rhotano;ロータノサーディン
29730;Deep Plaice;Tiefseescholle;Plie des profondeurs;ディープシー・プレイス
29731;Crimson Monkfish;Karmin-Anglerfisch;Baudroie abyssale pourpre;クリムゾンモンクフィッシュ
20224;Steel Loach;Stahlsauger;Loche d'acier;スティールローチ
20225;Ivory Sole;Elfenbein-Seezunge;Sole d'ivoire;アイボリーソール
20226;Motley Beakfish;Gestreifter Schnabelbarsch;Ishidaï bigarré;イシダイ
20227;Thousandfang;Tausendzahn;Mille-crocs;千牙竜
20228;Ichthyosaur;Ichthyosaurus;Ichtyosaure;魚蜥蜴
20229;Sailfin;Segelflosse;Hakkaku;八角
20230;Fangshi;Fangshi;Fangshi;方士魚
20231;Flamefish;Fackelfisch;Poisson-flamme;焔魚
20232;Fickle Krait;Plattschwanz;Bongare volage;不忠蛇
20233;Eternal Eye;Zeitloses Auge;Prunelle éternelle;永遠の眼
20234;Soul of the Stallion;Seele des Hengstes;Âme de l'étalon;名馬の魂
20235;Flood Tuna;Flut-Thunfisch;Thon du déluge;フラッドトゥーナ
20236;Mercenary Crab;Söldnerkrabbe;Crabe mercenaire;マーシナリークラブ
20237;Ashfish;Aschenfisch;Poisson-cendre;アンデッドフィッシュ
20238;Silken Sunfish;Seidener Sonnenfisch;Poisson-lune satiné;シルクモラモラ
20239;Mosasaur;Mosasaurus;Mosasaure;モササウルス
5374;Mahogany Lumber;Mahagoni-Bauholz;Madrier d'acajou;マホガニー材
5375;Teak Lumber;Teakbaum-Bauholz;Madrier de teck;チーク材
5376;Rosewood Lumber;Palisander-Bauholz;Madrier de palissandre;ローズウッド材
5377;Ebony Lumber;Ebenholz-Bauholz;Madrier d'ébène;エボニー材
5378;Spruce Lumber;Fichten-Bauholz;Madrier d'épicéa;スプルース材
5379;Treated Spruce Lumber;Behandeltes Fichten-Bauholz;Madrier d'épicéa durci;硬化スプルース材
5380;Maple Log;Ahorn-Holzscheit;Rondin d'érable;メープル原木
